serial,datetime,event,value,selection,user,credits,location,readout
201447109,2017-11-02 13:16:01,vend with free credit,950,0,240,4050,251,117
201447109,2017-11-02 13:16:30,vend with free credit,350,2,240,3700,251,117
201447109,2017-11-02 13:45:39,vend with free credit,500,6,307,3250,251,117
201447109,2017-11-02 14:39:27,free credit added,5000,0,682,6900,251,117
201447109,2017-11-02 14:39:35,vend with free credit,700,0,682,6200,251,117
201447109,2017-11-02 15:26:55,free credit added,5000,0,312,5000,251,117
201447109,2017-11-02 15:27:07,vend with free credit,700,0,312,4300,251,117
201447109,2017-11-02 15:27:19,vend with free credit,950,0,312,3350,251,117
201447109,2017-11-02 22:10:54,vend paid with cash,400,3,0,0,251,117
201447109,2017-11-02 22:11:18,vend paid with cash,400,3,0,0,251,117
201447109,2017-11-03 02:33:19,vend with free credit,800,0,329,3400,251,117
201447109,2017-11-03 02:33:49,vend with free credit,400,3,329,3000,251,117
201447109,2017-11-03 03:22:27,vend with free credit,500,6,259,2600,251,117
201447109,2017-11-03 03:27:03,free credit added,5000,0,325,5000,251,117
201447109,2017-11-03 03:27:17,vend with free credit,350,2,325,4650,251,117
201447109,2017-11-03 03:31:48,vend paid with cash,350,2,0,0,251,117
201447109,2017-11-03 03:35:33,vend with free credit,350,2,623,4400,251,117
201447109,2017-11-03 03:43:18,vend with free credit,350,2,657,3500,251,117
201447109,2017-11-03 03:45:28,free credit added,5000,0,267,5000,251,117
201447109,2017-11-03 03:45:43,vend with free credit,350,2,267,4650,251,117
201447109,2017-11-03 03:57:28,vend with free credit,350,2,35,3950,251,117
201447109,2017-11-03 04:03:08,vend with free credit,350,2,295,3000,251,117
201447109,2017-11-03 04:14:23,vend with free credit,500,6,474,3850,251,117
201447109,2017-11-03 04:21:43,vend with free credit,350,2,397,4500,251,117
201447109,2017-11-03 04:28:09,vend with free credit,400,3,657,3100,251,117
201447109,2017-11-03 04:59:47,vend with free credit,700,0,260,3850,251,117
201447109,2017-11-03 05:00:01,vend with free credit,400,3,260,3450,251,117
201447109,2017-11-03 05:14:10,free credit added,5000,0,709,5050,251,117
201447109,2017-11-03 05:14:22,vend with free credit,400,3,709,4650,251,117
201447109,2017-11-03 05:42:30,vend with free credit,350,2,397,4150,251,117
201447109,2017-11-03 05:48:10,free credit added,5000,0,344,5000,251,117
201447109,2017-11-03 05:48:26,vend with free credit,350,2,344,4650,251,117
201447109,2017-11-03 05:49:11,vend with free credit,500,6,344,4150,251,117
201447109,2017-11-03 06:04:12,vend with free credit,350,2,503,3850,251,117
201447109,2017-11-03 06:11:57,vend with free credit,800,0,657,2300,251,117
201447109,2017-11-03 06:12:14,vend with free credit,700,0,657,1600,251,117
201447109,2017-11-03 06:36:09,vend with free credit,350,2,266,3950,251,117
201447109,2017-11-03 06:37:01,vend with free credit,400,3,266,3550,251,117
201447109,2017-11-03 06:48:40,vend with free credit,700,0,12,4300,251,117
201447109,2017-11-03 07:05:13,vend with free credit,700,0,287,2300,251,117
201447109,2017-11-03 07:21:07,free credit added,5000,0,239,5200,251,117
201447109,2017-11-03 07:21:07,free credit substituted,200,0,239,5000,251,117
201447109,2017-11-03 07:21:22,vend with free credit,400,3,239,4600,251,117
201447109,2017-11-03 07:21:35,vend with free credit,400,3,239,4200,251,117
201447109,2017-11-03 07:21:48,vend with free credit,400,3,239,3800,251,117
201447109,2017-11-03 07:36:40,vend with free credit,400,3,267,4250,251,117
201447109,2017-11-03 07:37:43,vend with free credit,600,7,295,2400,251,117
201447109,2017-11-03 07:38:50,vend with free credit,700,0,12,3600,251,117
201447109,2017-11-03 07:57:06,free credit added,5000,0,680,5000,251,117
201447109,2017-11-03 07:57:20,vend with free credit,700,0,680,4300,251,117
201447109,2017-11-03 08:12:07,vend with free credit,850,0,616,2650,251,117
201447109,2017-11-03 08:12:25,free credit added,5000,0,462,5000,251,117
201447109,2017-11-03 08:12:45,vend with free credit,700,0,462,4300,251,117
201447109,2017-11-03 08:17:18,vend with free credit,800,0,603,3850,251,117
201447109,2017-11-03 08:17:44,vend with free credit,700,0,603,3150,251,117
201447109,2017-11-03 08:40:44,vend with free credit,700,0,527,2650,251,117
201447109,2017-11-03 08:49:37,vend with free credit,700,0,410,4350,251,117
201447109,2017-11-03 08:50:09,vend with free credit,850,0,410,3500,251,117
201447109,2017-11-03 08:51:20,free credit added,5000,0,317,5000,251,117
201447109,2017-11-03 08:51:28,vend with free credit,700,0,317,4300,251,117
201447109,2017-11-03 08:59:18,vend with free credit,700,0,287,1600,251,117
201447109,2017-11-03 09:02:10,vend with free credit,800,0,527,1850,251,117
201447109,2017-11-03 09:19:38,vend with free credit,600,7,323,3700,251,117
201447109,2017-11-03 09:19:51,vend with free credit,500,6,323,3200,251,117
201447109,2017-11-03 10:07:32,vend with free credit,800,0,682,5400,251,117
201447109,2017-11-03 10:56:59,free credit added,5000,0,5,5250,251,117
201447109,2017-11-03 10:57:12,vend with free credit,800,0,5,4450,251,117
201447109,2017-11-03 10:57:27,vend with free credit,700,0,5,3750,251,117
201447109,2017-11-03 11:39:53,free credit added,5000,0,626,5000,251,117
201447109,2017-11-03 11:40:05,vend with free credit,950,0,626,4050,251,117
201447109,2017-11-03 12:02:03,free credit added,5000,0,739,5000,251,117
201447109,2017-11-03 12:02:25,vend with free credit,350,2,739,4650,251,117
201447109,2017-11-03 13:01:41,free credit added,5000,0,748,5000,251,117
201447109,2017-11-03 13:01:52,vend with free credit,800,0,748,4200,251,117
201447109,2017-11-04 04:03:24,vend with free credit,1300,0,325,3350,251,117
201447109,2017-11-05 22:12:58,vend paid with cash,850,0,0,0,251,117
201447109,2017-11-06 03:30:55,vend with free credit,350,2,623,4050,251,117
201447109,2017-11-06 03:44:13,free credit added,5000,0,263,5000,251,117
201447109,2017-11-06 03:44:23,vend with free credit,800,0,263,4200,251,117
201447109,2017-11-06 03:46:26,vend with free credit,350,2,35,3600,251,117
201447109,2017-11-06 04:12:50,vend with free credit,350,2,657,1250,251,117
201447109,2017-11-06 04:26:12,vend with free credit,400,3,760,4400,251,117
201447109,2017-11-06 04:28:10,vend with free credit,350,2,344,3800,251,117
201447109,2017-11-06 04:34:12,vend with free credit,350,2,267,3900,251,117
201447109,2017-11-06 04:43:59,vend with free credit,350,2,603,2800,251,117
201447109,2017-11-06 04:44:27,vend with free credit,500,6,603,2300,251,117
201447109,2017-11-06 04:54:30,vend with free credit,350,2,325,3000,251,117
201447109,2017-11-06 05:14:54,vend with free credit,800,0,603,1500,251,117
201447109,2017-11-06 05:17:03,vend paid with cash,350,2,0,0,251,117
201447109,2017-11-06 05:26:22,vend with free credit,350,2,410,3150,251,117
201447109,2017-11-06 05:27:25,vend with free credit,850,0,531,3100,251,117
201447109,2017-11-06 05:28:07,free credit added,5000,0,492,5800,251,117
201447109,2017-11-06 05:28:07,free credit substituted,800,0,492,5000,251,117
201447109,2017-11-06 05:28:16,vend with free credit,700,0,492,4300,251,117
201447109,2017-11-06 05:28:29,vend with free credit,700,0,492,3600,251,117
201447109,2017-11-06 05:28:41,vend with free credit,700,0,492,2900,251,117
201447109,2017-11-06 05:29:01,vend with free credit,700,0,492,2200,251,117
201447109,2017-11-06 05:29:15,vend with free credit,700,0,492,1500,251,117
201447109,2017-11-06 05:29:28,vend with free credit,700,0,492,800,251,117
201447109,2017-11-06 05:29:42,vend with free credit,700,0,492,100,251,117
201447109,2017-11-06 05:31:17,vend with free credit,350,2,503,3500,251,117
201447109,2017-11-06 05:32:09,free credit added,5000,0,673,5400,251,117
201447109,2017-11-06 05:32:27,vend with free credit,350,2,673,5050,251,117
201447109,2017-11-06 05:33:25,free credit added,5000,0,662,5150,251,117
201447109,2017-11-06 05:33:25,free credit substituted,100,0,662,5050,251,117
201447109,2017-11-06 05:34:15,vend with free credit,350,2,662,4700,251,117
201447109,2017-11-06 05:46:20,vend with free credit,500,6,246,2700,251,117
201447109,2017-11-06 05:46:35,vend with free credit,600,7,246,2100,251,117
201447109,2017-11-06 05:50:25,vend paid with cash,850,0,0,0,251,117
201447109,2017-11-06 05:51:54,vend with free credit,950,0,678,2900,251,117
201447109,2017-11-06 05:52:23,vend paid with cash,850,0,0,0,251,117
201447109,2017-11-06 05:59:44,free credit added,5000,0,447,5000,251,117
201447109,2017-11-06 05:59:58,vend with free credit,350,2,447,4650,251,117
201447109,2017-11-06 06:00:53,vend with free credit,350,2,447,4300,251,117
201447109,2017-11-06 06:04:12,vend with free credit,500,6,336,3500,251,117
201447109,2017-11-06 06:04:31,vend with free credit,500,6,474,2950,251,117
201447109,2017-11-06 06:10:58,vend with free credit,500,6,246,1600,251,117
201447109,2017-11-06 06:11:17,vend with free credit,500,6,246,1100,251,117
201447109,2017-11-06 06:11:30,vend with free credit,500,6,246,600,251,117
201447109,2017-11-06 06:11:48,vend with free credit,600,7,246,0,251,117
201447109,2017-11-06 06:13:30,vend with free credit,400,3,35,3200,251,117
201447109,2017-11-06 06:30:59,vend paid with cash,400,3,0,0,251,117
201447109,2017-11-06 06:44:26,free credit added,5000,0,726,5000,251,117
201447109,2017-11-06 06:44:43,vend with free credit,800,0,726,4200,251,117
201447109,2017-11-06 07:18:28,vend with free credit,500,6,229,4600,251,117
201447109,2017-11-06 07:18:48,vend with free credit,400,3,229,4200,251,117
201447109,2017-11-06 07:23:33,free credit added,5000,0,314,5100,251,117
201447109,2017-11-06 07:23:33,free credit substituted,100,0,314,5000,251,117
201447109,2017-11-06 07:23:48,vend with free credit,700,0,314,4300,251,117
201447109,2017-11-06 08:12:43,vend with free credit,400,3,709,4250,251,117
201447109,2017-11-06 08:13:19,vend with free credit,500,6,706,3800,251,117
201447109,2017-11-06 08:28:03,free credit added,5000,0,354,5100,251,117
201447109,2017-11-06 08:28:03,free credit substituted,100,0,354,5000,251,117
201447109,2017-11-06 08:28:11,vend with free credit,800,0,354,4200,251,117
201447109,2017-11-06 09:13:53,vend with free credit,800,0,323,2400,251,117
201447109,2017-11-06 09:16:28,vend with free credit,950,0,527,900,251,117
201447109,2017-11-06 09:33:14,free credit added,5000,0,755,5100,251,117
201447109,2017-11-06 09:33:14,free credit substituted,100,0,755,5000,251,117
201447109,2017-11-06 09:33:31,vend with free credit,350,2,755,4650,251,117
201447109,2017-11-06 09:46:42,free credit added,5000,0,228,5000,251,117
201447109,2017-11-06 09:46:50,vend with free credit,700,0,228,4300,251,117
201447109,2017-11-06 09:55:06,free credit added,5000,0,517,5050,251,117
201447109,2017-11-06 09:55:24,vend with free credit,350,2,517,4700,251,117
201447109,2017-11-06 10:01:48,vend with free credit,700,0,533,3600,251,117
201447109,2017-11-06 10:03:57,vend with free credit,700,0,245,3800,251,117
201447109,2017-11-06 10:07:36,free credit added,5000,0,61,5030,251,117
201447109,2017-11-06 10:07:52,vend with free credit,350,2,61,4680,251,117
201447109,2017-11-06 10:24:22,vend paid with cash,700,0,0,0,251,117
201447109,2017-11-06 10:37:53,vend with free credit,500,6,268,4000,251,117
201447109,2017-11-06 10:51:50,vend with free credit,850,0,534,3720,251,117
201447109,2017-11-06 10:54:55,vend with free credit,600,7,266,2950,251,117
201447109,2017-11-06 11:20:25,vend with free credit,350,2,259,2250,251,117
201447109,2017-11-06 11:21:30,vend with free credit,500,6,295,1900,251,117
201447109,2017-11-06 11:21:53,vend with free credit,350,2,295,1550,251,117
201447109,2017-11-06 11:22:53,vend with free credit,350,2,526,4300,251,117
201447109,2017-11-06 11:25:40,vend with free credit,500,6,314,3800,251,117
201447109,2017-11-06 11:33:51,vend with free credit,700,0,240,3000,251,117
201447109,2017-11-06 11:34:00,free credit added,5000,0,296,5100,251,117
201447109,2017-11-06 11:34:00,free credit substituted,100,0,296,5000,251,117
201447109,2017-11-06 11:34:08,vend with free credit,800,0,296,4200,251,117
201447109,2017-11-06 11:42:28,vend paid with cash,350,2,0,0,251,117
201447109,2017-11-06 11:44:49,vend paid with cash,350,2,0,0,251,117
201447109,2017-11-06 11:51:28,free credit added,5000,0,242,5000,251,117
201447109,2017-11-06 11:51:37,vend with free credit,700,0,242,4300,251,117
201447109,2017-11-06 11:51:55,vend with free credit,800,0,517,3900,251,117
201447109,2017-11-06 11:58:18,vend with free credit,500,6,245,3300,251,117
201447109,2017-11-06 12:07:20,vend paid with cash,700,0,0,0,251,117
201447109,2017-11-06 12:09:13,free credit added,5000,0,93,5300,251,117
201447109,2017-11-06 12:09:13,free credit substituted,300,0,93,5000,251,117
201447109,2017-11-06 12:09:34,vend with free credit,600,7,93,4400,251,117
201447109,2017-11-06 12:11:29,vend with free credit,350,2,657,900,251,117
201447109,2017-11-06 12:16:50,free credit added,5000,0,333,5200,251,117
201447109,2017-11-06 12:16:50,free credit substituted,200,0,333,5000,251,117
201447109,2017-11-06 12:17:02,vend with free credit,700,0,333,4300,251,117
201447109,2017-11-06 12:49:30,vend with free credit,600,7,739,4050,251,117
201447109,2017-11-06 12:58:27,vend with free credit,700,0,616,1950,251,117
201447109,2017-11-06 13:01:34,vend with free credit,350,2,662,4350,251,117
201447109,2017-11-06 13:07:36,vend with free credit,350,2,673,4700,251,117
201447109,2017-11-06 13:08:29,vend with free credit,500,6,503,3000,251,117
201447109,2017-11-06 13:09:09,vend with free credit,700,0,503,2300,251,117
201447109,2017-11-06 13:24:11,vend with free credit,700,0,339,3250,251,117
201447109,2017-11-06 14:21:06,free credit added,5000,0,338,5050,251,117
201447109,2017-11-06 14:21:06,free credit substituted,50,0,338,5000,251,117
201447109,2017-11-06 14:21:18,vend with free credit,500,6,338,4500,251,117
201447109,2017-11-06 14:38:48,free credit added,5000,0,262,5000,251,117
201447109,2017-11-06 14:38:57,vend with free credit,800,0,262,4200,251,117
201447109,2017-11-06 14:57:52,vend with free credit,800,0,709,3450,251,117
201447109,2017-11-06 14:58:11,vend with free credit,350,2,603,1150,251,117
201447109,2017-11-06 15:24:06,vend with free credit,500,6,526,3800,251,117
201447109,2017-11-06 15:24:30,vend with free credit,350,2,526,3450,251,117
201447109,2017-11-06 15:25:30,vend with free credit,350,2,526,3100,251,117
201447109,2017-11-06 17:01:09,free credit added,5000,0,528,5000,251,117
201447109,2017-11-06 17:01:21,vend with free credit,700,0,528,4300,251,117
201447109,2017-11-06 17:02:05,vend with free credit,500,6,528,3800,251,117
201447109,2017-11-06 17:02:17,vend with free credit,500,6,528,3300,251,117
201447109,2017-11-06 17:03:08,vend with free credit,850,0,528,2450,251,117
201447109,2017-11-07 02:29:19,vend with free credit,800,0,263,2700,251,117
201447109,2017-11-07 02:29:43,vend with free credit,700,0,263,2000,251,117
201447109,2017-11-07 03:30:26,vend with free credit,350,2,662,4000,251,117
201447109,2017-11-07 03:39:27,vend with free credit,350,2,623,3700,251,117
201447109,2017-11-07 03:43:09,vend with free credit,350,2,267,3550,251,117
201447109,2017-11-07 04:01:49,vend with free credit,350,2,755,4300,251,117
201447109,2017-11-07 04:10:52,vend with free credit,350,2,657,550,251,117
201447109,2017-11-07 04:11:47,vend with free credit,350,2,526,2750,251,117
201447109,2017-11-07 04:12:49,vend with free credit,350,2,673,4350,251,117
201447109,2017-11-07 04:17:17,free credit added,5000,0,321,5000,251,117
201447109,2017-11-07 04:17:31,vend with free credit,350,2,321,4650,251,117
201447109,2017-11-07 04:18:32,vend with free credit,350,2,35,2850,251,117
201447109,2017-11-07 04:39:58,free credit added,5000,0,514,5650,251,117
201447109,2017-11-07 04:40:20,vend with free credit,350,2,514,5300,251,117
201447109,2017-11-07 04:41:17,vend with free credit,350,2,514,4950,251,117
201447109,2017-11-07 04:52:24,vend with free credit,400,3,260,3050,251,117
201447109,2017-11-07 04:54:21,free credit added,5000,0,275,5000,251,117
201447109,2017-11-07 04:54:30,vend with free credit,850,0,275,4150,251,117
201447109,2017-11-07 05:01:41,vend with free credit,350,2,494,3950,251,117
201447109,2017-11-07 05:14:15,vend with free credit,350,2,410,2800,251,117
201447109,2017-11-07 05:23:40,vend with free credit,700,0,714,3600,251,117
201447109,2017-11-07 05:24:00,free credit added,5000,0,380,5000,251,117
